Plant_ID,Nameplaete,Technology,Latitude,Longitude,State,Year
1201,,Other,43.064444,-94.421944,IA,2001
1202,,Other,41.587748,-91.019456,IA,2001
1203,,Other,41.3215,-94.0219,IA,2001
1206,,Other,41.1136,-94.3472,IA,2001
1224,,Other,39.7581,-101.5319,KS,2001
1240,,Other,37.7903,-97.52166700000001,KS,2001
1245,,Other,37.634652100000004,-97.2842801,KS,2001
1259,,Other,37.193787,-99.76307299999999,KS,2001
1260,,Other,37.2419,-98.2336,KS,2001
1261,,Other,37.678453999999995,-96.97193,KS,2001
1262,,Other,38.7897,-95.205,KS,2001
1263,,Other,39.8081,-97.6505,KS,2001
1264,,Other,39.4578,-98.1122,KS,2001
1265,,Other,38.7633,-95.8528,KS,2001
1266,,Other,38.1134,-95.4458,KS,2001
1272,,Other,39.394414000000005,-101.05837199999999,KS,2001
1274,,Other,38.355556,-98.5806,KS,2001
1276,,Other,37.56681,-95.237499,KS,2001
1277,,Other,37.536072,-95.810698,KS,2001
1278,,Other,38.2858,-95.2594,KS,2001
1280,,Other,39.341621999999994,-101.705188,KS,2001
1283,,Other,38.6728,-96.9411,KS,2001
1286,,Other,38.5275,-98.7758,KS,2001
1287,,Other,39.4735,-95.73155,KS,2001
1289,,Other,37.178799600000005,-101.34920550000001,KS,2001
1291,,Other,37.923076,-95.425572,KS,2001
1292,,Other,38.0853,-99.8989,KS,2001
1295,,Other,39.1492,-94.6381,KS,2001
1297,,Other,38.5322,-98.3103,KS,2001
1299,,Other,38.179722,-99.1125,KS,2001
1305,,Other,38.363411,-97.68335,KS,2001
1306,,Other,37.225,-100.3261,KS,2001
1307,,Other,39.1194,-97.7086,KS,2001
1308,,Other,37.472448,-97.246749,KS,2001
1309,,Other,37.4172193,-95.6796373,KS,2001
1310,,Other,39.823428799999995,-99.8935587,KS,2001
1311,,Other,39.1214,-100.8531,KS,2001
1313,,Other,38.6406,-95.8186,KS,2001
1314,,Other,38.5042,-94.9775,KS,2001
1315,,Other,39.441978999999996,-98.69029599999999,KS,2001
1317,,Other,37.6359,-98.7433,KS,2001
1319,,Other,38.893611,-98.856944,KS,2001
1320,,Other,39.904922,-95.80336700000001,KS,2001
1322,,Other,38.0083,-98.7633,KS,2001
1325,,Other,37.9553,-98.5928,KS,2001
1326,,Other,38.2025,-98.1986,KS,2001
1329,,Other,39.8189,-97.0556,KS,2001
1330,,Other,37.261371999999994,-97.4057,KS,2001
1358,,Other,38.0794,-84.5194,KY,2001
1361,,Other,38.0478,-84.8483,KY,2001
1372,,Other,37.8442059,-87.5915881,KY,2001
1376,,Other,38.2049,-84.2383,KY,2001
1383,,Other,37.6461,-87.5019,KY,2001
1407,,Other,30.0175849,-90.0259183,LA,2001
1453,,Other,30.726111,-91.36833299999999,LA,2001
1466,,Other,44.3817,-68.2869,ME,2001
1468,,Other,44.9136,-67.0033,ME,2001
1474,,Other,45.6078,-68.5444,ME,2001
1484,,Other,43.6436,-70.2544,ME,2001
1496,,Other,43.9807776,-69.68593829999999,ME,2001
1507,,Other,43.7508,-70.1567,ME,2001
1513,,Other,46.848,-68.0026,ME,2001
1514,,Other,46.71,-67.9556,ME,2001
1552,,Other,39.323603999999996,-76.36511899999999,MD,2001
1553,,Other,39.2663,-76.6047,MD,2001
1554,,Other,39.1781,-76.5268,MD,2001
1556,,Other,39.442836,-76.221761,MD,2001
1557,,Other,39.2986,-76.5636,MD,2001
1559,,Other,39.2369,-76.5133,MD,2001
1563,,Other,37.9833,-75.8333,MD,2001
1564,,Other,38.4878,-75.8208,MD,2001
1571,,Other,38.5444,-76.6861,MD,2001
1572,,Other,39.2097,-77.4644,MD,2001
1573,,Other,38.3592,-76.9767,MD,2001
1580,,Other,38.7786,-76.0769,MD,2001
1585,,Other,42.2426913,-70.9650178,MA,2001
1586,,Other,42.2672,-71.3983,MA,2001
1588,,Other,42.3908,-71.0675,MA,2001
1589,,Other,42.3401456,-71.03541990000001,MA,2001
1592,,Other,42.140028,-71.44644100000001,MA,2001
1594,,Other,42.3631338,-71.1146316,MA,2001
1595,,Other,42.3633,-71.0792,MA,2001
1597,,Other,41.4508,-70.5547,MA,2001
1599,,Other,41.7694,-70.5097,MA,2001
1613,,Other,41.737688,-71.14545190000001,MA,2001
1615,,Other,41.2583,-70.0517,MA,2001
1619,,Other,41.7103,-71.1931,MA,2001
1626,,Other,42.5256,-70.8772,MA,2001
1631,,Other,42.4433,-73.2058,MA,2001
1642,,Other,42.095,-72.595,MA,2001
1643,,Other,42.336215,-73.235486,MA,2001
1660,,Other,42.235,-70.9672,MA,2001
1670,,Other,42.6986,-70.8697,MA,2001
1682,,Other,41.8653,-71.1061,MA,2001
1710,,Other,42.910296,-86.20074,MI,2001
1723,,Other,41.792114,-83.44948000000001,MI,2001
1725,,Other,42.658653,-84.09518100000001,MI,2001
1726,,Other,42.3592,-82.9597,MI,2001
1727,,Other,42.1758,-83.5336,MI,2001
1729,,Other,41.9631,-83.2581,MI,2001
1731,,Other,43.8519,-82.6436,MI,2001
1733,,Other,41.8906,-83.3464,MI,2001
1734,,Other,42.45,-83.0381,MI,2001
1735,,Other,43.8264,-83.2383,MI,2001
1737,,Other,42.7106,-83.4569,MI,2001
1739,,Other,42.7108,-83.4561,MI,2001
1740,,Other,42.2739,-83.1119,MI,2001
1741,,Other,42.1225,-83.185,MI,2001
1743,,Other,42.7642,-82.4719,MI,2001
1744,,Other,42.2639,-83.6422,MI,2001
1746,,Other,43.4566,-83.1889,MI,2001
1750,,Other,45.955014,-86.256291,MI,2001
1818,,Other,42.0725,-83.9714,MI,2001
1819,,Other,41.932216,-84.99545,MI,2001
1822,,Other,42.3039,-83.0903,MI,2001
1823,,Other,41.9795592,-86.11349990000001,MI,2001
1826,,Other,43.1006,-86.41,MI,2001
1827,,Other,43.7067,-86.4367,MI,2001
1829,,Other,41.9061,-84.6319,MI,2001
1840,,Other,46.575965000000004,-87.40357900000001,MI,2001
1844,,Other,42.2717,-84.9411,MI,2001
1846,,Other,46.5933,-85.8183,MI,2001
1851,,Other,42.8644,-84.9031,MI,2001
1852,,Other,43.4019,-84.6014,MI,2001
1853,,Other,43.7289,-83.4367,MI,2001
1855,,Other,41.7992,-85.4256,MI,2001
1868,,Other,46.3292,-84.3847,MI,2001
1873,,Other,45.36282,-84.29496999999999,MI,2001
1874,,Other,43.4878,-83.3881,MI,2001
1875,,Other,43.6806,-82.9478,MI,2001
1879,,Other,43.955128,-86.2952302,MI,2001
1880,,Other,42.731,-85.8551,MI,2001
1881,,Other,43.4016,-84.9141,MI,2001
1888,,Other,43.6728,-94.7075,MN,2001
1889,,Other,43.528874,-96.364722,MN,2001
1893,,Other,47.2611,-93.6528,MN,2001
1897,,Other,46.735331,-92.15171099999999,MN,2001
1913,,Other,44.781000000000006,-93.042,MN,2001
1926,,Other,44.5692,-92.516912,MN,2001
1934,,Other,44.1967,-94.0009,MN,2001
1943,,Other,46.290641,-96.043252,MN,2001
1956,,Other,43.639167,-95.943611,MN,2001
1957,,Other,46.533012899999996,-93.7102493,MN,2001
1958,,Other,45.889167,-95.379722,MN,2001
1963,,Other,48.7124736,-94.5999299,MN,2001
1964,,Other,45.314444,-95.602777,MN,2001
1966,,Other,43.9225,-93.1247,MN,2001
1967,,Other,43.6375,-94.101667,MN,2001
1969,,Other,45.041378,-93.790522,MN,2001
1970,,Other,46.8175,-95.843333,MN,2001
1971,,Other,45.3158,-93.5781,MN,2001
1972,,Other,44.5278,-94.7217,MN,2001
1973,,Other,43.6579,-94.4647,MN,2001
1975,,Other,44.7709,-94.1582,MN,2001
1976,,Other,47.7758,-90.3392,MN,2001
1978,,Other,46.880103399999996,-96.3169401,MN,2001
1980,,Other,44.895740999999994,-94.368433,MN,2001
1982,,Other,44.1122,-93.6944,MN,2001
1983,,Other,44.2689,-92.9714,MN,2001
1985,,Other,44.106888,-94.219697,MN,2001
1987,,Other,43.720026000000004,-91.977738,MN,2001
1989,,Other,45.115,-94.5281,MN,2001
1990,,Other,43.654444,-96.201944,MN,2001
1993,,Other,44.446585,-95.792118,MN,2001
1994,,Other,45.675,-94.81527700000001,MN,2001
1995,,Other,46.853611,-96.731111,MN,2001
1996,,Other,46.4489,-92.7814,MN,2001
1998,,Other,43.937891,-94.930723,MN,2001
2001,,Other,44.3159,-94.4581,MN,2001
2002,,Other,45.5017,-92.9686,MN,2001
2004,,Other,43.6722,-92.0847,MN,2001
2005,,Other,45.5731,-93.5761,MN,2001
2009,,Other,44.5431,-95.1178,MN,2001
2010,,Other,48.846092600000006,-95.762766,MN,2001
2011,,Other,44.2981,-94.5744,MN,2001
2012,,Other,44.2447,-94.9758,MN,2001
2013,,Other,43.6889,-92.3956,MN,2001
2014,,Other,48.114262,-96.179176,MN,2001
2015,,Other,43.828415,-94.436908,MN,2001
2016,,Other,47.018565,-91.660116,MN,2001
2019,,Other,48.1948763,-96.7695539,MN,2001
2020,,Other,43.74453,-93.724129,MN,2001
2021,,Other,44.0399,-95.4429,MN,2001
2023,,Other,43.868109999999994,-95.11444399999999,MN,2001
2038,,Other,45.601000000000006,-93.2081,MN,2001
2039,,Other,45.296797,-93.558447,MN,2001
2042,,Other,45.229073,-94.00967299999999,MN,2001
2053,,Other,32.356953999999995,-90.21297,MS,2001
2059,,Other,34.1845,-90.562662,MS,2001
2062,,Other,33.517315,-90.209661,MS,2001
2071,,Other,32.030155,-89.08555,MS,2001
2079,,Other,39.1306,-94.4778,MO,2001
2081,,Other,39.1228,-94.5606,MO,2001
2082,,Other,38.5935,-92.2206,MO,2001
2090,,Other,37.836921999999994,-94.359082,MO,2001
2098,,Other,39.7246,-94.8773,MO,2001
2102,,Other,38.681796999999996,-90.540048,MO,2001
2104,,Other,38.4017,-90.3358,MO,2001
2113,,Other,40.2478,-94.3303,MO,2001
2114,,Other,40.2619,-94.0403,MO,2001
2115,,Other,38.264408,-94.344385,MO,2001
2118,,Other,36.4933927,-90.0750949,MO,2001
2120,,Other,39.3617,-93.4956,MO,2001
2125,,Other,39.1406,-92.68,MO,2001
2127,,Other,39.9144,-93.9619,MO,2001
2131,,Other,39.073315,-93.714748,MO,2001
2134,,Other,39.094574,-94.41152199999999,MO,2001
2136,,Other,39.055954,-94.392957,MO,2001
2137,,Other,37.3847,-89.6606,MO,2001
2138,,Other,40.4225,-91.7206,MO,2001
2139,,Other,36.2431,-90.0495,MO,2001
2140,,Other,40.0122,-92.5075,MO,2001
2141,,Other,39.7378,-92.4689,MO,2001
2142,,Other,36.5531,-89.9682,MO,2001
2144,,Other,39.1228,-93.2064,MO,2001
2145,,Other,40.375,-92.125,MO,2001
2146,,Other,39.6525,-91.7994,MO,2001
2148,,Other,38.997852,-93.96565600000001,MO,2001
2149,,Other,38.3361,-91.4964,MO,2001
2150,,Other,39.7961,-91.5556,MO,2001
2154,,Other,38.097143100000004,-94.36156319999999,MO,2001
2158,,Other,36.8785,-89.6214,MO,2001
2162,,Other,37.211591600000006,-93.2961335,MO,2001
2163,,Other,40.0661,-93.6042,MO,2001
2164,,Other,40.476742,-93.010018,MO,2001
2165,,Other,39.2036,-91.861,MO,2001
2196,,Other,44.4533,-110.8347,WY,2001
2216,,Other,41.3286,-100.3258,NE,2001
2217,,Other,40.1381,-99.8272,NE,2001
2218,,Other,40.044080799999996,-101.53917390000001,NE,2001
2221,,Other,41.4031,-99.6392,NE,2001
2222,,Other,41.9144,-98.9906,NE,2001
2223,,Other,40.2267,-100.1358,NE,2001
2225,,Other,40.3717,-98.7236,NE,2001
2230,,Other,41.1056,-102.4703,NE,2001
2231,,Other,40.6253,-96.9558,NE,2001
2233,,Other,41.254652,-97.119202,NE,2001
2234,,Other,40.1408,-97.7239,NE,2001
2235,,Other,42.2764,-96.7289,NE,2001
2237,,Other,40.055,-95.6083,NE,2001
2246,,Other,40.4402885,-99.3698217,NE,2001
2253,,Other,41.9375,-96.4731,NE,2001
2254,,Other,41.8279842,-97.4549636,NE,2001
2266,,Other,40.187928,-97.577857,NE,2001
2271,,Other,40.2214,-100.6508,NE,2001
2280,,Other,41.9158,-101.1339,NE,2001
2290,,Other,41.251488,-95.922682,NE,2001
2292,,Other,41.170594,-95.970603,NE,2001
2294,,Other,41.6025,-98.9283,NE,2001
2295,,Other,40.2581,-99.6108,NE,2001
2297,,Other,42.3497,-98.2092,NE,2001
2299,,Other,40.0964,-98.5228,NE,2001
2300,,Other,41.6392,-99.3742,NE,2001
2302,,Other,41.145634,-102.977836,NE,2001
2303,,Other,41.68138,-98.36756,NE,2001
2305,,Other,42.5714,-99.1394,NE,2001
2306,,Other,41.1578,-101.1292,NE,2001
2308,,Other,40.3664,-96.19,NE,2001
2310,,Other,41.2089,-96.6217,NE,2001
2312,,Other,42.2278,-97.0183,NE,2001
2315,,Other,40.4797,-96.9604,NE,2001
2316,,Other,41.9903,-96.9203,NE,2001
2322,,Other,36.0875,-115.0507,NV,2001
2336,,Other,39.5625,-119.525,NV,2001
2362,,Other,44.595117,-71.494398,NH,2001
2364,,Other,43.1411,-71.4692,NH,2001
2367,,Other,43.0978,-70.7842,NH,2001
2369,,Other,43.8478,-71.2069,NH,2001
2378,,Other,39.2908,-74.6364,NJ,2001
2380,,Other,39.6893,-74.2618,NJ,2001
2382,,Other,39.0269,-74.8772,NJ,2001
2383,,Other,39.3662,-74.4441,NJ,2001
2384,,Other,39.6831,-75.5083,NJ,2001
2385,,Other,40.491236,-74.280989,NJ,2001
2390,,Other,40.476525,-74.352336,NJ,2001
2393,,Other,40.565833000000005,-75.163889,NJ,2001
2397,,Other,40.6947843,-74.10467,NJ,2001
2398,,Other,40.8375,-74.0244,NJ,2001
2399,,Other,40.076611,-74.879172,NJ,2001
2403,,Other,40.7478,-74.0722,NJ,2001
2404,,Other,40.737283000000005,-74.096464,NJ,2001
2406,,Other,40.6217,-74.2072,NJ,2001
2408,,Other,40.1792,-74.7339,NJ,2001
2409,,Other,39.86,-75.1853,NJ,2001
2410,,Other,39.4625,-75.5358,NJ,2001
2411,,Other,40.5558,-74.2469,NJ,2001
2434,,Other,39.4889,-75.0347,NJ,2001
2465,,Other,36.725138,-108.19202,NM,2001
2469,,Other,35.1715308,-103.7385869,NM,2001
2480,,Other,41.571247,-73.974981,NY,2001
